FRST_REGIST_PNTTM,TURSM_URL,DIST_NM,DIST_TREE_NM,BASIC_URL,GCCT_URL,RPRSNTV_NM,FULLDIST_NM,ORGNZT_URL,DIST_CODE,DIST_CHARTR,FNANC_URL,DIST_ENNM,HP_NM,PLAN_URL,DIST_BIRD_NM,SYMBOL_URL,DIST_ADRES,HP_URL,AR_MG,POPLTN_CO,DIST_BASIC,DIST_FLOWER_NM,NEWS_URL,USE_AT,ASMBLY_URL,NRSTKR_CODE,RPRSNTV_RSPOFC,RPRSNTV_URL,DIST_MASCOT_NM
"{'date': 6, 'day': 2, 'hours': 10, 'minutes': 19, 'month': 1, 'nanos': 0, 'seconds': 30, 'time': 1707182370000, 'timezoneOffset': -540, 'year': 124}",http://www.uiwang.go.kr/culture/index,경기도 의왕시,느티나무,http://www.uiwang.go.kr/UWKORINTRO0301,http://www.uiwang.go.kr/UWKORECO0801,김성제,경기도 의왕시,http://www.uiwang.go.kr/UWKOROPEN1201,4143000000,"1. 편리한 교통망
 - 수도권 전철, 시내버스, 3개 고속도로망 연결
2. 수려한 자연경관
 - 市 면적의 88.7%가 GB, 60%가 산림, 2개 호수",http://www.uiwang.go.kr/UWKOROPEN0202,Uiwang City,의왕시청,http://www.uiwang.go.kr/UWKOROPEN0101,까치,https://www.uiwang.go.kr/UWKORINTRO0206,"(16075) 경기도 의왕시 시청로 11(고천동, 의왕시청)",http://www.uiwang.go.kr,53.99,"158,221","의왕시는 경기도 중서부에 있으며 동쪽은 성남시·용인시, 서쪽은 안양시·군포시, 남쪽은 수원시·안산시, 북쪽은 과천시와 접하고 있다. 면적 54.003㎢. 인구 14만 6,448명이고 행정구역은 6개 동으로 되어 있다. 

고구려 때는 율목군이었다가 신라 삼국통일 후인 757년(경덕왕 16) 율진군, 고려시대에 와서는 940년(태조 23) 광주군, 990년(성종 9) 부림으로 개칭되었고, 1018년(현종 9)에는 광주목에, 1284년(충렬왕 10)에는 부원현에 속하였다. 조선시대에는 1413년(태종 13) 지방제도를 개편할 때 과천현 관할에 속하였다가, 1414년 금과현으로 개칭되었다. 1895년에는 광주군에 속하였고, 1914년 광주군 의곡면과 왕륜면이 통합되어 수원군 의왕면이 되었으며, 1936년 일왕면(日旺面)으로 개칭되었다. 1949년 화성군에 편입된 뒤 1963년 일왕면 9개 이(里)가 의왕면으로 되어 시흥군에 편입되었고, 1980년 의왕면이 의왕읍으로, 1989년에는 의왕시로 승격되었다. 1994년 안양시 동안구 평촌동 일부와 군포시 당정동 일부를 편입하였으며, 2007.2.20 의왕 한자 명칭을 (儀旺→義王)변경하였다.
",철쭉,http://www.uiwang.go.kr/UWKORINFO0101,Y,http://council.uiwang.go.kr,1,시장,http://www.uiwang.go.kr/mayor/index,느티와 까비
"{'date': 6, 'day': 2, 'hours': 10, 'minutes': 19, 'month': 1, 'nanos': 0, 'seconds': 30, 'time': 1707182370000, 'timezoneOffset': -540, 'year': 124}",https://www.hanam.go.kr/www/selectClturEventWebList.do?key=12376,경기도 하남시,은행나무,http://www.hanam.go.kr/www/selectEmplWebList.do?key=158,http://www.hanam.go.kr/www/contents.do?key=3781,이현재,경기도 하남시,http://www.hanam.go.kr/www/contents.do?key=2675,4145000000,"1. 역동적인 도시발전 

  ☞ 중앙대학교 유치, 명품아울렛 복합단지, 위례신도시, 미사, 감일보금자리, 

     지하철 유치, G․B해제 등 도시발전

2. 풍부한 자연환경․레저시설 보유 

  ☞ 한강, 검단산, 미사리조정경기장&#40;경정장&#41;, 카페촌 등

3. 서울인접 수도권의 교통 요충지 

  ☞ 중부고속도로, 서울외곽순환고속도로, 서울～춘천간고속도로, 제2경부고속도로

     &#40;2010년 착공&#41;, 올림픽&#40;강변&#41; 도로 등",http://www.hanam.go.kr/www/selectBbsNttList.do?bbsNo=14&key=50,Hanam City,하남시청,http://www.hanam.go.kr/www/selectBbsNttList.do?bbsNo=444&key=1915,꿩,https://www.hanam.go.kr/www/contents.do?key=6261,&#40;465-701&#41; 경기도 하남시 대청로10&#40;신장동520&#41;,http://www.hanam.go.kr,92.99,"329,688","하남시는 경기도 중동부에 있으며 동쪽으로는 남양주시, 서쪽으로는 서울특별시 강동구와 송파구, 남쪽으로는 성남시와 광주시, 북쪽으로는 한강에 접해 있다. 면적 93.04㎢. 인구 14만 8806명이고 행정구역은 24개 법정동으로 되어 있다.



하남은 삼국시대초 백제시조 온조왕 13년에 현재의 하남시 춘궁동 일대로 도읍을 정하고 “하남 위례성”이라 불리어 왔고, 백제 근초고왕 25년까지 백제의 도읍지였으며, 고려태조 23년에 한주를 광주라 고쳐서 불렀으며, 이때부터 광주라는 이름이 붙기 시작 하였다. 조선 선조 10년에 광주군 동부면이 되었으며, 1980년 12월 1일 동부읍으로 승격하였으며, 1989년 1월 1일 광주군 동부읍․서부면과 중부면 일부가 합쳐져 하남시로 승격되어 오늘의 하남시로 발전하게 되었다. 또한 하남은 ‘87년 중부 고속도로와 서울 외곽순환 고속도로가 개통되고 1994년 신장1지구, 2002년 신장2지구, 2005년 풍산택지개발지구가 개발되었으며, 위례신도시&#40;하남지역&#41;, 미사, 감일 보금자리 지구 지정으로 명품 신도시로 나아가고 있다.

",은방울꽃,http://www.hanam.go.kr/www/selectBbsNttList.do?bbsNo=30&key=170,Y,http://council.hanam.go.kr/,1,시장,http://www.hanam.go.kr/mayor/index.do,하남이와방울이
"{'date': 6, 'day': 2, 'hours': 10, 'minutes': 19, 'month': 1, 'nanos': 0, 'seconds': 30, 'time': 1707182370000, 'timezoneOffset': -540, 'year': 124}",http://www.yongin.go.kr/tour/index.do,경기도 용인시,전나무,http://www.yongin.go.kr/common/orgcht/BD_orgcht.do?q_domainCode=1,https://www.yongin.go.kr/home/www/www08/www08_03/www08_03_01.jsp,이상일,경기도 용인시,http://www.yongin.go.kr/home/ifOp/ifOpAdm/ifOpAdm13.jsp,4146000000,"1. 빠른 도시화로 인구가 급증하는 도․농 복합도시
2. 수도권 남부의 중심에 위치한 교통의 요충도시
3. 전통과 현대가 어우러진 선진 교육․문화도시",http://www.yongin.go.kr/user/bbs/BD_selectBbsList.do?q_bbsCode=1001&q_clCode=8,Yongin City,용인시청,http://www.yongin.go.kr/home/ifOp/ifOpReci/ifOpReci04.jsp;jsessionid=mer0tG9skZRS7YEIg3SS2tweGmcxichguL14PgkmcHAryRzcVpY1MUWnwBwxLm1R.yonginwas2_servlet_engine3,꿩,https://www.yongin.go.kr/home/yiIf/yiIfProd/yiIfProd04.jsp,(17019) 경기도 용인시 처인구 중부대로 1199(삼가동),http://www.yongin.go.kr,591.26,"1,076,859","용인시는 경기도 남동부에 위치하며 동쪽은 이천시, 서쪽은 수원시, 화성시.평택시,남쪽은 안성시, 북쪽은 성남시,북동쪽은 광주시와 접하고 있다. 면적은 591.9㎢ 인구86만2363명으로 행정구역은 3구청 30개읍,면,동으로 되어있다

삼한시대에는 마한에 속하였고 삼국시대에는 백제에 속하였으나 독립된 행정구역을 가지지 못하였다. 475년(장수왕63)고구려에 예속되어 구성현으로 불리었고, 551년(성왕 29)다시 백제로 복귀되었다가 553년(진흥왕 14)신라의 영토가 되었다. 통일신라시대에는 한주의 속현으로 거서라 고쳐 불렸다.고려 태조때는 거서현을 용구현으로 개칭하고 광주목의임내에 두었다가 1172년(명종 2)광주목에서 불리하였다. 조선 태조 때는 용구현과 처인현을 합쳐 용인현이라 하였고, 1895년(고종 32)행정구역 개편에 따라 용인군이 되었으며, 1914년 충청도 양지군 전역과 죽산군 일부가 용인군으로 편입되었다. 1979년 용인면이,1985년 기흥면이 읍으로 승격되었고, 1996년 행정구역 개편에 따라 용인군 전역이 시로 승격되면서 용인읍이 4개동으로 분할되고, 수지면이 읍으로 승격되었다. 또 외사면이 백암면, 내사면이 양지면으로 개칭되었다. 2005년 10월 31일자 처인구,기흥구, 수지구 설치되었다. 
",분홍철쭉,http://www.yongin.go.kr/user/bbs/BD_selectBbsList.do?q_bbsCode=1001&q_clCode=1,Y,https://council.yongin.go.kr/,1,시장,http://www.yongin.go.kr/mayor/index.do,철쭉이
"{'date': 6, 'day': 2, 'hours': 10, 'minutes': 19, 'month': 1, 'nanos': 0, 'seconds': 30, 'time': 1707182370000, 'timezoneOffset': -540, 'year': 124}",http://tour.paju.go.kr/user/tour/main/index.do,경기도 파주시,은행나무,http://www.paju.go.kr/user/organization/BD_pajuList.do,https://www.paju.go.kr/www/www_02/industry/industry_01/industry_01_06.jsp,김경일,경기도 파주시,http://www.paju.go.kr/www/intropaju/intro_cityhall/intro_cityhall_05/intro_cityhall_05_01.jsp,4148000000,"1. 수도 서울과 시간 생활권이자 인천공항, 항만과의 교통 접근성 탁월
2. 지리적으로 한반도의 중심에 위치하여 남북을 연결하는 교통의 요충지
3. 대한민국 최북단의 안보 전초 기지이자 통일의 길목",http://www.paju.go.kr/user/board/BD_board.list.do?bbsCd=1014,Paju City,파주시청,http://www.paju.go.kr/user/board/BD_board.list.do?bbsCd=9025,비둘기,https://www.paju.go.kr/www/intropaju/intropaju_02/intropaju_02_02.jsp,"(10932) 경기도 파주시 시청로 50
(아동동 215)",http://www.paju.go.kr,673.23,"499,883","파주시는 경기도 북서부에 위치하며, 동쪽은 양주시와 연천군, 서쪽은 한강을 경계로 김포시, 북서쪽은 북한의 황해북도 개성공업지구·장풍군, 남쪽은 고양시에 닿아 있다. 면적은 673㎢(서울시+안양시보다 큰 면적)이며 4읍 9면 7동으로 이루어져 있고, 남북동서간 흐르는 한강과 임진강이 합류해 황해로 흐르고 동고서저형 높지 않은 명산이 산재한 자연도시다. 인구는 420,532명으로 신도시 건설과 산업화에 따라 급속히 증가하고 있으며, 도시지역 57%, 농촌지역 43%의 비율로 도시화가 확산되는 추세다.",코스모스,http://www.paju.go.kr/user/board/BD_board.list.do?bbsCd=2001,Y,http://www.pajucouncil.go.kr,1,시장,http://mayor.paju.go.kr/mayor/index.do,파랑
"{'date': 6, 'day': 2, 'hours': 10, 'minutes': 19, 'month': 1, 'nanos': 0, 'seconds': 30, 'time': 1707182370000, 'timezoneOffset': -540, 'year': 124}",http://tour.icheon.go.kr/site/tour/main.do,경기도 이천시,소나무,https://www.icheon.go.kr/portal/contents.do?key=1592,https://www.icheon.go.kr/biz/contents.do?key=2630,김경희,경기도 이천시,https://www.icheon.go.kr/portal/contents.do?key=1636,4150000000,"1. 전통 및 첨단산업이 병존하는 도농복합도시
2. 경기 동남부의 교통 요충지 및 전원 휴양 도시",https://www.icheon.go.kr/portal/selectBbsNttList.do?bbsNo=35&key=1696,Icheon City,이천시청,https://www.icheon.go.kr/portal/selectBbsNttList.do?bbsNo=226&key=3790,까치,https://www.icheon.go.kr/portal/contents.do?key=1557,"(467-717) 경기도 이천시 부악로 40
(중리동 490)",http://www.icheon.go.kr,461.42,"221,693","이천시는 경기도 동남부에 위치하고 있으며 동쪽은 여주군, 서쪽은 용인시, 남쪽은 충청북도 음성군, 남서쪽은 안성시, 북쪽은 광주시와 접하고 있다. 면적 461㎞. 인구 19만 9125명이고 행정구역은 2개 읍 8개 면 4개 동이 있다.

 고려 태조 왕건이 후백제를 칠 때 주민 서목의 도움으로 남천(지금의 복하천)을 무사히 건너 승리하였기 때문에 이천이라 불리게 되었다. 1444년(세종 26) 이천도호부로 승격되었고 1895년(고종 32) 지방관제 개편 때 충주부 이천군이었다가, 1914년 충청북도 음죽현 일부를 합병하여 경기도 이천군으로 독립되었고 1996년 이천군이 시로 승격되었다. 이천시는 2001년 세계도자기엑스포 개최도시이며 2005년 정부로부터 도자산업특구로 지정되었다. 
",진달래,https://www.icheon.go.kr/portal/selectBbsNttList.do?bbsNo=14&key=1601,Y,http://council.icheon.go.kr,1,시장,http://www.icheon.go.kr/mayor/index.do,"아리, 도기, 온이, 홍이"
"{'date': 6, 'day': 2, 'hours': 10, 'minutes': 19, 'month': 1, 'nanos': 0, 'seconds': 30, 'time': 1707182370000, 'timezoneOffset': -540, 'year': 124}",http://www.anseong.go.kr/tour/main.do,경기도 안성시,은행나무,http://www.anseong.go.kr/portal/contents.do?mId=0502010000,https://www.anseong.go.kr/depart/contents.do?mId=0108000000,김보라,경기도 안성시,http://www.anseong.go.kr/portal/contents.do?mId=0303090000,4155000000,"1. 경기도의 최남단, 동북이 높고 서남의 경사가 완만한 구릉지대
2. 수도권과 중부권을 잇는 교통 요충지 : 경부고속도로, 중부고속도로, 동서고속도로
3. 문화예술의 도시 : 안성남사당 바우덕이 축제, 안성남사당 풍물놀이, 3.1운동 항쟁지
3. 농업모델 도시 : 안성마춤 연합마케팅, 안성마춤 농특산물 명품화 입지구축
4. 수도권 정비 계획법 등 규제지역",http://www.anseong.go.kr/portal/bbs/list.do?ptIdx=28&mId=0304030000,Anseong City,안성시청,http://www.anseong.go.kr/portal/bbs/list.do?ptIdx=25&mId=0303010000,까치,https://www.anseong.go.kr/portal/contents.do?mId=0504030000,"(456-701) 경기도 안성시 시청길 25
(봉산동 31-3)",http://www.anseong.go.kr,553.42,"189,406","안성시는 경기도 남동쪽 끝에 위치하며 동쪽은 이천시와 충청북도 음성군, 서쪽은 평택시, 남쪽은 충청남도 천안시와 충청북도 진천군, 북쪽은 용인시와 접하고 있다. 

면적 554.36㎢. 인구 17만 7952명으로 행정구역은 1읍 11면 3동이 있다. 

삼한시대에는 진한(辰韓) 땅이었고 그 뒤 백제의 영토였다가 고구려 장수왕이 한강 이남을 경략하면서 내혜홀이라 했다. 신라의 삼국통일 뒤, 757년(경덕왕 16) 백성군이라 고쳤고, 940년(고려 태조 23) 안성현이 되었다. 고려 현종 이래 충청도 천안부에 속해 있었으나, 1413년(조선 태종 13) 경기도로 이관되었고, 이때 죽주(지금의 안성시 동부지역)는 죽주현이 되었다. 1895년(고종 32) 안성군·양성군·죽산군으로 나뉘었다가, 1914년 안성군·양성군과 죽산군 일부를 합하여 안성군이라 하였다. 1963년 용인군 고삼면이 안성군에 편입되고 1992년 이죽면이 죽산면으로 개칭되었다. 1998년 4월 1일 시로 승격되었다.
",개나리,http://www.anseong.go.kr/portal/bbs/list.do?ptIdx=16&mId=0401010000,Y,http://www.anseongcl.go.kr,1,시장,http://www.anseong.go.kr/mayor/main.do,바우덕이
"{'date': 6, 'day': 2, 'hours': 10, 'minutes': 19, 'month': 1, 'nanos': 0, 'seconds': 30, 'time': 1707182370000, 'timezoneOffset': -540, 'year': 124}",http://www.gimpo.go.kr/culture/index.do,경기도 김포시,느티나무,https://www.gimpo.go.kr/portal/contents.do?key=5757,http://www.gimpo.go.kr/portal/contents.do?key=1281,김병수,경기도 김포시,http://www.gimpo.go.kr/portal/contents.do?key=1228,4157000000,"1. 한강 하류에 위치한 반도지역으로 서부수도권의 중심도시로 발전 가능
2. 통일을 대비한 남북교류 거점도시
3. 한강신도시, 한강시네폴리스, 경인아라뱃길 등 각종 도시개발사업이 급속하게 진행중인 물과 운하의 녹색도시
4. 역사와 문화, 자연이 살아숨쉬는 문화? 관광도시",https://www.gimpo.go.kr/portal/selectBbsNttList.do?bbsNo=293&key=2683&searchCtgry=%EC%98%88%EC%82%B0%EA%B3%B5%EC%8B%9C,Gimpo City,김포시청,http://www.gimpo.go.kr/portal/selectBbsNttList.do?bbsNo=232&key=2678,까치,https://www.gimpo.go.kr/portal/contents.do?key=1237,"(10109) 경기도 김포시 사우중로 1
(사우동)",http://www.gimpo.go.kr,276.61,"486,026","김포시는 경기도 북서단에 위치하며 동쪽은 한강을 건너 파주시·고양시에 닿아 있고, 서쪽은 염하를 건너 인천광역시, 북쪽은 조강을 사이에 두고 개성시와, 남동쪽으로는 서울특별시·인천광역시·부천시에 닿아 있다. 면적 276㎢. 인구 34만 4585명(2015년 5월말 기준)이고 행정구역은 3읍 3면 7동으로 이루어져 있다.

본래 고구려의 검포현인데, 757년(신라 경덕왕 1)에 김포현으로 개칭하여 장제군(지금의 부평)의 영현으로 삼았다. 조선시대에 들어와 1632년(인조 10)에 김포현이 군으로 승격되어 8개 면을 관할하였는데, 1895년(고종 32) 인천관찰부 통진군으로 강등되었다가 1896년 경기도에 소속되었다. 1914년 통진부와 양천현이 김포군에 편입되었다. 1963년 양동·양서의 2개 면이 서울특별시로 편입되었고, 1973년에는 부천군이 폐지됨에 따라 오정면과 계양면에 편입되여 9개 면이 되었으나 1975년 오정면이 다시 부천시로 편입되었다. 1979년 5월 김포면이 읍(邑)으로 승격되었으며, 1983년 양촌면·대곶면·월곶면의 일부를 통합하여 통진면을 설치하였다. 1989년 계양면이 인천직할시로 편입되었으며 1995년 1월 검단면이 읍으로 승격하였고, 같은 해 3월 검단읍이 인천광역시에 편입되었으며, 1998년 4월 시로 승격되었다.
",개나리,https://www.gimpo.go.kr/portal/selectBbsNttList.do?bbsNo=292&key=999,Y,http://www.gimpo.go.kr/council/index.do,1,시장,http://www.gimpo.go.kr/mayor/index.do,"포수,포미"
"{'date': 6, 'day': 2, 'hours': 10, 'minutes': 19, 'month': 1, 'nanos': 0, 'seconds': 30, 'time': 1707182370000, 'timezoneOffset': -540, 'year': 124}",http://tour.hscity.go.kr/NEW/0index/index.jsp,경기도 화성시,소나무,http://www.hscity.go.kr/www/intro/ctyhllInfo/orgnztInfo/orgnztInfo01.jsp,https://www.hscity.go.kr/www/information/ntcnInfo/hhcLocal/localInfo.jsp,정명근,경기도 화성시,http://www.hscity.go.kr/www/intro/gnrlSttus/ctyhllOperCmdmt.jsp,4159000000,"1. 중심성 : 수도권 입지
2. 대외 지향성 : 대중국 교역의 발판, 서해안 개발의 전초기지
3. 성장 가능성 : 서울시의 1.4배에 달하는 넓은 면적과 낮은 지형
4. 첨단성 : 미래 유비쿼터스 도시와 첨단산업의 거점",https://money.hscity.go.kr/Money/finfo/fRead1.jsp,Hwaseong City,화성시청,https://www.hscity.go.kr/www/intro/policiPr/ctyhllPlan.jsp,도요새,http://www.hscity.go.kr/www/intro/gnrlSttus/ctyhllSymbol/ctyhllSymbol03.jsp,(18274) 경기도 화성시 남양읍 시청로 159,http://www.hscity.go.kr,697.77,"946,582","화성시는 경기도 서남부에 위치하며 동쪽은 용인시, 서쪽은 황해 남양만, 남쪽은 평택시․오산시, 북쪽은 수원시․의왕시․군포시․안양시․시흥시․안산시와 접한다. 면적 844㎢. 인구 50만명이고 행정구역은 3읍 10면 10동이다.

고구려시대에는 매홀군이라 하였으며 통일신라시대 757년(경덕왕 16) 수성군으로 이름을 바꾸었다. 고려시대에는 934년(태조 17) 수주로 승격하고 995년(성종 14) 도단련사를 두었다가 1005년(목종 8) 폐지하였는데 이때 한남 또는 수성이라 부르기도 하였다. 1271년(원종 12) 도호부로 승격되면서 수원으로 이름이 바뀌었다. 1793년(정조 17)수원부를 화성유수보로 승격하였으며 1895년(고종 32) 지방관제 개편으로 인천부 수원군이 되었다. 1949년 수원이 시로 승격 분리됨에 따라 나머지 지역에 화성군이 신설되었다. 1980년대 반월면․매송면 일부지역이 안산시․수원시로 편입되었고 1989년 오산읍이 시로 승격되어 분리되었고 1995년 반월면이 안산시․수원시․군포시로 분리 편입되었다. 2001년 3월 21일로 화성시로 승격되었다.
",목백일홍,http://www.hscity.go.kr/www/user/bbs/BD_selectBbsList.do?q_bbsCode=1019,Y,http://council.hscity.go.kr,1,시장,http://www.hscity.go.kr/mayor/index.do,"코리요, 알콩이, 달콩이"
"{'date': 6, 'day': 2, 'hours': 10, 'minutes': 19, 'month': 1, 'nanos': 0, 'seconds': 30, 'time': 1707182370000, 'timezoneOffset': -540, 'year': 124}",http://www.gjcity.go.kr/tour/main.do,경기도 광주시,은행나무,http://www.gjcity.go.kr/portal/contents.do?mId=0103010000,https://www.gjcity.go.kr/depart/contents.do?mId=0106010000,방세환,경기도 광주시,http://www.gjcity.go.kr/portal/contents.do?mId=0301030000,4161000000,"1. 수도권 동남부에 위치한 친환경 청정도시

2. 호국의 장 남한산성과 조선왕실 백자 도요지의 위치 

3. 환경정책기본법, 수도권정비계획법, 상수원 보호구역 등 각종 법규의 중첩규제
",http://www.gjcity.go.kr/portal/bbs/list.do?ptIdx=38&mId=0303040100,Gwangju City,광주시청,http://www.gjcity.go.kr/portal/bbs/list.do?ptIdx=28&mId=0301020000,제비,https://www.gjcity.go.kr/portal/contents.do?mId=0102020000,"(464-720) 경기도 광주시  행정타운로
(송정동 570)",http://www.gjcity.go.kr,430.99,"391,866","경기도 중앙에 위치하며 동쪽은 여주군과 양평군, 서쪽은 성남시, 남쪽은 용인시·이천시, 북쪽은 서울특별시와 하남시·남양주시에 접한다. 면적 430.96㎢, 인구 24만 1,505명이며 행정구역은 3읍 4면 3동으로 되어 있다.

백제의 근초고왕 때 이곳에 도읍을 정하고 한성이라 불렀다. 개로왕때 고구려 장수왕의 공격으로 60년간 고구려 땅이 되었으며 나·제동맹으로 다시 백제땅이 되었다. 553년에 신라의 진흥왕에게 나라를 빼앗겨 신라의 한산주가 되었다. 983년(고려 성종 2) 주(州)가 되었고 1012년(현종 3) 안무사를 두었다가 중종 초에 다시 복귀하였다. 1895년(조선 고종 32) 군(郡)이 되었고 1963년 행정구역 개편으로 구천면·언주면·중대면·대왕면의 일부가 서울특별시로 편입되었다. 1973년 성남시가 신설되어 중부면 일부(6개里)·대왕면·낙생면·돌마면이 성남시에 편입되었고, 1979년 광주면이 광주읍(邑)으로 승격되었다. 1989년 1월 1일: 동부읍, 서부면, 중부면 성산곡리를 하남시로 분리하였으며 2001년 3월 21일 광주시로 승격(오포면 “읍” 승격)되었다. 2004년 6월 21일에는 초월면과 실촌면이 “읍” 승격되었다.
",개나리,http://www.gjcity.go.kr/portal/bbs/list.do?ptIdx=1&mId=0201010000,Y,http://www.gjcouncil.go.kr,1,시장,https://www.gjcity.go.kr/gjmayor/main.do,그리니와 크리니
"{'date': 6, 'day': 2, 'hours': 10, 'minutes': 19, 'month': 1, 'nanos': 0, 'seconds': 30, 'time': 1707182370000, 'timezoneOffset': -540, 'year': 124}",http://www.yangju.go.kr/tour/index.do,경기도 양주시,소나무,http://www.yangju.go.kr/www/contents.do?key=377,https://www.yangju.go.kr/www/contents.do?key=2643,강수현,경기도 양주시,http://www.yangju.go.kr/www/contents.do?key=231,4163000000,"1. 600년 역사, 경기북부 중심
  - 서울 등 7개시군 연접(서울, 의정부, 고양, 파주, 동두천, 연천, 포천)
  - 서울 동북부4개 區(도봉ㆍ노원ㆍ강북ㆍ중랑), 경기동북부 4개시의 본가
    (의정부, 동두천, 남양주, 구리)
2. 풍부한 유ㆍ무형 문화재를 보유한 멋과 흥의 아트도시
  - 양주별산대놀이, 양주상여와 회다지소리, 소놀이굿, 양주농악, 회암사지, 양주향교,
    온릉, 권율장군묘 등 
3. 수려한 자연환경과 세계적인 문화예술체험 클러스터
  - 북한산국립공원(도봉산), 양주장흥 아트밸리(문화예술체험특구-송암스타스밸리,        아트파크 등)
4. 경기북부 물류ㆍ교통의 중심지
  - 전철 1호선(양주역ㆍ덕계역ㆍ덕정역)
  - 서울외곽순환고속도로(송추IC)
  - 국도 등 11개노선 교차(국도 2개노선, 국지도 3개노선, 지방도 6개노선)",https://www.yangju.go.kr/www/contents.do?key=3962,Yangju City,양주시청,http://www.yangju.go.kr/www/contents.do?key=233,까치,https://www.yangju.go.kr/www/contents.do?key=367,"(11498) 경기도 양주시 부흥로 1533
(남방동 1-1)",http://www.yangju.go.kr,310.39,"269,658","양주시는 경기도 중북부에 위치하며 동쪽은 포천시, 서쪽은 고양시·파주시, 남쪽은 서울특별시·의정부시, 북쪽은 동두천시·연천군과 닿아 있다. 면적 310㎢. 인구 19만 3486명이고 행정구역은 1읍 4면 6동이다.(2010.4.30.기준)

 양주지역은 진국(辰國)이 삼한으로 분리되면서 마한과 진한의 영역으로 되었고, 마한에 속했을 것으로 추정된다.

  삼국시대에는 양주시 지역이 군사적 요충지로서 백제지역에 자리잡고 있었으나 고구려의 남진에 따라 고구려의 매성군 또는 창화군으로 불렸으며, 다시 백제땅으로 환원되는 등 삼국의 각축전에 따라 그 변화가 심하였다.

  통일신라시대 경덕왕(757년)때에는 래소군에 속했으며 고려 성종2년(983년) 전국을 12목으로 나누고 양주에 목사를 두었다. 조선 태조 4년(1395년)에는 한양부를 한성부로 개칭하고 행정구역명을 양주군으로 칭하였다. 세조 12년(1466년) 양주목으로 처음 승격되었고, 고종 32년(1895년) 지방관제 개혁에 따라 경기도에 속하는 3등군 중의 하나가 되었다.  2000년 9월 29일 군청을 의정부시 의정부동 220-66번지에서 양주시 남방동 1-1번지로 이전하였으며, 2003년 10월 19일에 양주군이 양주시로 승격되었다. 
",개나리,http://www.yangju.go.kr/www/selectBbsNttList.do?bbsNo=13&key=202,Y,https://www.yangju.go.kr/yjcc/index.do,1,시장,https://www.yangju.go.kr/mayor/index.do,꾸미
